trip_id,driver_id,pickup_datetime,dropoff_datetime,pickup_area,dropoff_area,distance_km,duration_minutes,fare_bdt,surge_multiplier,vehicle_type,traffic_level,rider_rating,payment_method,cancelled,cancellation_reason,year,month,day_of_week,hour,date,is_weekend,is_peak_hour,is_monsoon,is_surge,speed_kmh,revenue_per_km,trip_revenue,Routee,Start of Month
TRIP_112137,DRV_4617,9/26/2023 14:59,9/26/2023 15:26,Eskaton,Rampura,7.76,27,189,1,Moto,Medium,4.5,Mobile Money,0,,2023,September,Tuesday,14,9/26/2023,FALSE,FALSE,TRUE,FALSE,17.24444444,24.3556701,189,Eskaton → Rampura,9/1/2023 0:00
TRIP_105067,DRV_2726,1/6/2023 19:03,1/6/2023 19:16,Baridhara,Farmgate,4.8,13,124,1,Moto,Medium,4.5,Mobile Money,0,,2023,January,Friday,19,1/6/2023,TRUE,TRUE,FALSE,FALSE,22.15384615,25.83333333,124,Baridhara → Farmgate,1/1/2023 0:00
TRIP_111368,DRV_1873,1/20/2023 0:15,1/20/2023 0:26,Mirpur 12,Airport,4.2,11,112,1,Moto,Medium,4.5,Mobile Money,0,,2023,January,Friday,0,1/20/2023,TRUE,FALSE,FALSE,FALSE,22.90909091,26.66666667,112,Mirpur 12 → Airport,1/1/2023 0:00
TRIP_100660,DRV_1208,1/27/2023 12:06,1/27/2023 12:34,Mohakhali,Khilgaon,10.44,28,227,1,Moto,Medium,4.9,Mobile Money,0,,2023,January,Friday,12,1/27/2023,TRUE,FALSE,FALSE,FALSE,22.37142857,21.74329502,227,Mohakhali → Khilgaon,1/1/2023 0:00
TRIP_100607,DRV_2165,2/4/2023 12:01,2/4/2023 12:42,Badda Link Road,Gulshan 2,15.14,41,314,1,Moto,Medium,4.9,Mobile Money,0,,2023,February,Saturday,12,2/4/2023,TRUE,FALSE,FALSE,FALSE,22.15609756,20.73976222,314,Badda Link Road → Gulshan 2,2/1/2023 0:00
TRIP_114917,DRV_3229,2/4/2023 22:49,2/4/2023 23:04,Tejgaon,Baridhara,5.55,15,138,1,Moto,Medium,4.9,Mobile Money,0,,2023,February,Saturday,22,2/4/2023,TRUE,FALSE,FALSE,FALSE,22.2,24.86486486,138,Tejgaon → Baridhara,2/1/2023 0:00
TRIP_100739,DRV_1039,2/18/2023 16:42,2/18/2023 17:21,Mirpur DOHS,Mirpur 12,14.29,39,299,1,Moto,Medium,4.8,Mobile Money,0,,2023,February,Saturday,16,2/18/2023,TRUE,FALSE,FALSE,FALSE,21.98461538,20.92372288,299,Mirpur DOHS → Mirpur 12,2/1/2023 0:00
TRIP_108203,DRV_1559,2/18/2023 19:50,2/18/2023 20:24,Mohakhali,Badda Link Road,12.55,34,267,1,Moto,Medium,4.9,Mobile Money,0,,2023,February,Saturday,19,2/18/2023,TRUE,TRUE,FALSE,FALSE,22.14705882,21.2749004,267,Mohakhali → Badda Link Road,2/1/2023 0:00
TRIP_109688,DRV_1232,2/24/2023 14:08,2/24/2023 14:53,Banani,Mohammadpur,16.63,45,342,1,Moto,Medium,4.5,Mobile Money,0,,2023,February,Friday,14,2/24/2023,TRUE,FALSE,FALSE,FALSE,22.17333333,20.56524354,342,Banani → Mohammadpur,2/1/2023 0:00
TRIP_101963,DRV_3369,2/25/2023 0:37,2/25/2023 0:47,Dhanmondi 27,Dhanmondi 32,3.77,10,105,1,Moto,Medium,3.5,Mobile Money,0,,2023,February,Saturday,0,2/25/2023,TRUE,FALSE,FALSE,FALSE,22.62,27.85145889,105,Dhanmondi 27 → Dhanmondi 32,2/1/2023 0:00
TRIP_105322,DRV_3901,3/18/2023 19:38,3/18/2023 20:34,Gulshan 1,Baridhara,20.66,56,416,1,Moto,Medium,4.9,Mobile Money,0,,2023,March,Saturday,19,3/18/2023,TRUE,TRUE,FALSE,FALSE,22.13571429,20.13552759,416,Gulshan 1 → Baridhara,3/1/2023 0:00
TRIP_107161,DRV_3440,3/24/2023 10:05,3/24/2023 10:46,Mohammadpur,Eskaton,15.03,41,313,1,Moto,Medium,4.8,Mobile Money,0,,2023,March,Friday,10,3/24/2023,TRUE,FALSE,FALSE,FALSE,21.99512195,20.82501663,313,Mohammadpur → Eskaton,3/1/2023 0:00
TRIP_108866,DRV_3258,3/31/2023 0:03,3/31/2023 0:22,Eskaton,Mirpur DOHS,7.13,19,166,1,Moto,Medium,4.8,Mobile Money,0,,2023,March,Friday,0,3/31/2023,TRUE,FALSE,FALSE,FALSE,22.51578947,23.28190743,166,Eskaton → Mirpur DOHS,3/1/2023 0:00
TRIP_102024,DRV_3320,4/1/2023 20:59,4/1/2023 21:36,Dhanmondi 27,Malibagh,13.54,37,285,1,Moto,Medium,3.5,Mobile Money,0,,2023,April,Saturday,20,4/1/2023,TRUE,TRUE,FALSE,FALSE,21.95675676,21.04874446,285,Dhanmondi 27 → Malibagh,4/1/2023 0:00
TRIP_100343,DRV_2195,4/15/2023 17:23,4/15/2023 17:37,Eskaton,Baridhara,5.11,14,130,1,Moto,Medium,4.8,Mobile Money,0,,2023,April,Saturday,17,4/15/2023,TRUE,TRUE,FALSE,FALSE,21.9,25.44031311,130,Eskaton → Baridhara,4/1/2023 0:00
TRIP_103300,DRV_3356,4/15/2023 19:00,4/15/2023 19:51,Gulshan 1,Khilgaon,18.65,51,380,1,Moto,Medium,3,Mobile Money,0,,2023,April,Saturday,19,4/15/2023,TRUE,TRUE,FALSE,FALSE,21.94117647,20.37533512,380,Gulshan 1 → Khilgaon,4/1/2023 0:00
TRIP_111976,DRV_4988,4/28/2023 7:00,4/28/2023 7:54,Mirpur 12,Gulshan 1,19.84,54,401,1,Moto,Medium,4.5,Mobile Money,0,,2023,April,Friday,7,4/28/2023,TRUE,TRUE,FALSE,FALSE,22.04444444,20.21169355,401,Mirpur 12 → Gulshan 1,4/1/2023 0:00
TRIP_108733,DRV_2515,5/5/2023 22:09,5/5/2023 23:02,Mirpur 12,Uttara Sec 4,19.55,53,395,1,Moto,Medium,4.5,Mobile Money,0,,2023,May,Friday,22,5/5/2023,TRUE,FALSE,FALSE,FALSE,22.13207547,20.20460358,395,Mirpur 12 → Uttara Sec 4,5/1/2023 0:00
TRIP_109992,DRV_3666,5/20/2023 4:28,5/20/2023 4:55,Tejgaon,Mirpur 12,9.85,27,218,1,Moto,Medium,4.5,Mobile Money,0,,2023,May,Saturday,4,5/20/2023,TRUE,FALSE,FALSE,FALSE,21.88888889,22.1319797,218,Tejgaon → Mirpur 12,5/1/2023 0:00
TRIP_111794,DRV_1532,5/20/2023 12:29,5/20/2023 13:20,Bashundhara R/A,Badda Link Road,18.65,51,380,1,Moto,Medium,4.9,Mobile Money,0,,2023,May,Saturday,12,5/20/2023,TRUE,FALSE,FALSE,FALSE,21.94117647,20.37533512,380,Bashundhara R/A → Badda Link Road,5/1/2023 0:00
TRIP_112602,DRV_4355,5/20/2023 18:07,5/20/2023 19:04,Eskaton,Mirpur 10,20.78,57,419,1,Moto,Medium,4.9,Mobile Money,0,,2023,May,Saturday,18,5/20/2023,TRUE,TRUE,FALSE,FALSE,21.87368421,20.16361886,419,Eskaton → Mirpur 10,5/1/2023 0:00
TRIP_111907,DRV_3452,5/27/2023 22:05,5/27/2023 22:39,Tejgaon,Dhanmondi 27,12.38,34,264,1,Moto,Medium,4.8,Mobile Money,0,,2023,May,Saturday,22,5/27/2023,TRUE,FALSE,FALSE,FALSE,21.84705882,21.32471729,264,Tejgaon → Dhanmondi 27,5/1/2023 0:00
TRIP_101398,DRV_4051,10/6/2023 5:04,10/6/2023 6:03,Tejgaon,Uttara Sec 4,21.68,59,435,1,Moto,Medium,4.9,Mobile Money,0,,2023,October,Friday,5,10/6/2023,TRUE,FALSE,FALSE,FALSE,22.04745763,20.06457565,435,Tejgaon → Uttara Sec 4,10/1/2023 0:00
TRIP_103427,DRV_3218,10/13/2023 18:41,10/13/2023 18:53,Eskaton,Dhanmondi 27,4.3,12,116,1,Moto,Medium,4,Mobile Money,0,,2023,October,Friday,18,10/13/2023,TRUE,TRUE,FALSE,FALSE,21.5,26.97674419,116,Eskaton → Dhanmondi 27,10/1/2023 0:00
TRIP_113644,DRV_4298,11/3/2023 16:24,11/3/2023 16:51,Badda Link Road,Gulshan 2,9.75,27,216,1,Moto,Medium,4.9,Mobile Money,0,,2023,November,Friday,16,11/3/2023,TRUE,FALSE,FALSE,FALSE,21.66666667,22.15384615,216,Badda Link Road → Gulshan 2,11/1/2023 0:00
TRIP_110968,DRV_4752,11/17/2023 15:38,11/17/2023 16:25,Uttara Sec 4,Mohammadpur,17.13,47,352,1,Moto,Medium,4.9,Mobile Money,0,,2023,November,Friday,15,11/17/2023,TRUE,FALSE,FALSE,FALSE,21.86808511,20.54874489,352,Uttara Sec 4 → Mohammadpur,11/1/2023 0:00
TRIP_102087,DRV_2435,11/17/2023 16:18,11/17/2023 17:15,Mirpur 10,Mirpur DOHS,20.94,57,421,1,Moto,Medium,4.9,Mobile Money,0,,2023,November,Friday,16,11/17/2023,TRUE,FALSE,FALSE,FALSE,22.04210526,20.10506208,421,Mirpur 10 → Mirpur DOHS,11/1/2023 0:00
TRIP_107605,DRV_4596,12/1/2023 19:41,12/1/2023 20:22,Banani,Mohammadpur,15.03,41,313,1,Moto,Medium,4.9,Mobile Money,0,,2023,December,Friday,19,12/1/2023,TRUE,TRUE,FALSE,FALSE,21.99512195,20.82501663,313,Banani → Mohammadpur,12/1/2023 0:00
TRIP_109411,DRV_1469,12/2/2023 8:26,12/2/2023 9:15,Khilgaon,Mohakhali,18,49,367,1,Moto,Medium,4.9,Mobile Money,0,,2023,December,Saturday,8,12/2/2023,TRUE,TRUE,FALSE,FALSE,22.04081633,20.38888889,367,Khilgaon → Mohakhali,12/1/2023 0:00
TRIP_103269,DRV_2613,12/22/2023 10:13,12/22/2023 10:55,Uttara Sec 4,Lalmatia,15.28,42,318,1,Moto,Medium,4.5,Mobile Money,0,,2023,December,Friday,10,12/22/2023,TRUE,FALSE,FALSE,FALSE,21.82857143,20.81151832,318,Uttara Sec 4 → Lalmatia,12/1/2023 0:00
TRIP_111930,DRV_3570,12/23/2023 21:27,12/23/2023 22:15,Mohammadpur,Tejgaon,17.58,48,360,1,Moto,Medium,4.9,Mobile Money,0,,2023,December,Saturday,21,12/23/2023,TRUE,TRUE,FALSE,FALSE,21.975,20.4778157,360,Mohammadpur → Tejgaon,12/1/2023 0:00
TRIP_114094,DRV_4425,12/29/2023 20:37,12/29/2023 21:31,Baridhara,Mohammadpur,20,54,403,1,Moto,Medium,4.8,Mobile Money,0,,2023,December,Friday,20,12/29/2023,TRUE,TRUE,FALSE,FALSE,22.22222222,20.15,403,Baridhara → Mohammadpur,12/1/2023 0:00
TRIP_105190,DRV_1687,1/1/2023 13:44,1/1/2023 14:23,Bashundhara R/A,Gulshan 2,14.37,39,300,1,Moto,Medium,3,Mobile Money,0,,2023,January,Sunday,13,1/1/2023,FALSE,FALSE,FALSE,FALSE,22.10769231,20.87682672,300,Bashundhara R/A → Gulshan 2,1/1/2023 0:00
TRIP_113508,DRV_1678,1/2/2023 22:58,1/2/2023 23:42,Motijheel,Uttara Sec 4,16.02,44,331,1,Moto,Medium,4,Mobile Money,0,,2023,January,Monday,22,1/2/2023,FALSE,FALSE,FALSE,FALSE,21.84545455,20.66167291,331,Motijheel → Uttara Sec 4,1/1/2023 0:00
TRIP_103278,DRV_4802,1/3/2023 9:14,1/3/2023 10:10,Motijheel,Airport,20.74,56,417,1,Moto,Medium,4.8,Mobile Money,0,,2023,January,Tuesday,9,1/3/2023,FALSE,TRUE,FALSE,FALSE,22.22142857,20.10607522,417,Motijheel → Airport,1/1/2023 0:00
TRIP_111946,DRV_2187,1/3/2023 23:48,1/4/2023 0:34,Motijheel,Farmgate,16.99,46,348,1,Moto,Medium,4.8,Mobile Money,0,,2023,January,Tuesday,23,1/3/2023,FALSE,FALSE,FALSE,FALSE,22.16086957,20.48263685,348,Motijheel → Farmgate,1/1/2023 0:00
TRIP_100768,DRV_1327,1/12/2023 22:23,1/12/2023 23:12,Uttara Sec 4,Uttara Sec 11,18.04,49,368,1,Moto,Medium,4.8,Mobile Money,0,,2023,January,Thursday,22,1/12/2023,FALSE,FALSE,FALSE,FALSE,22.08979592,20.39911308,368,Uttara Sec 4 → Uttara Sec 11,1/1/2023 0:00
TRIP_114183,DRV_2405,1/17/2023 22:09,1/17/2023 22:53,Mirpur DOHS,Mirpur 10,16.02,44,331,1,Moto,Medium,4.9,Mobile Money,0,,2023,January,Tuesday,22,1/17/2023,FALSE,FALSE,FALSE,FALSE,21.84545455,20.66167291,331,Mirpur DOHS → Mirpur 10,1/1/2023 0:00
TRIP_105404,DRV_1045,1/18/2023 10:41,1/18/2023 11:10,Rampura,Lalmatia,10.66,29,232,1,Moto,Medium,4.5,Mobile Money,0,,2023,January,Wednesday,10,1/18/2023,FALSE,FALSE,FALSE,FALSE,22.05517241,21.76360225,232,Rampura → Lalmatia,1/1/2023 0:00
TRIP_107334,DRV_3935,1/23/2023 7:31,1/23/2023 8:21,Tejgaon,Gulshan 1,18.52,50,376,1,Moto,Medium,4.5,Mobile Money,0,,2023,January,Monday,7,1/23/2023,FALSE,TRUE,FALSE,FALSE,22.224,20.30237581,376,Tejgaon → Gulshan 1,1/1/2023 0:00
TRIP_109588,DRV_4130,1/26/2023 8:07,1/26/2023 8:17,Airport,Rampura,3.85,10,106,1,Moto,Medium,3.5,Mobile Money,0,,2023,January,Thursday,8,1/26/2023,FALSE,TRUE,FALSE,FALSE,23.1,27.53246753,106,Airport → Rampura,1/1/2023 0:00
TRIP_101603,DRV_3765,1/26/2023 15:54,1/26/2023 16:41,Dhanmondi 27,Baridhara,17.45,47,356,1,Moto,Medium,4.5,Mobile Money,0,,2023,January,Thursday,15,1/26/2023,FALSE,FALSE,FALSE,FALSE,22.27659574,20.40114613,356,Dhanmondi 27 → Baridhara,1/1/2023 0:00
TRIP_104226,DRV_1774,2/5/2023 8:29,2/5/2023 8:51,Lalmatia,Baridhara,8.13,22,185,1,Moto,Medium,4.5,Mobile Money,0,,2023,February,Sunday,8,2/5/2023,FALSE,TRUE,FALSE,FALSE,22.17272727,22.75522755,185,Lalmatia → Baridhara,2/1/2023 0:00
TRIP_106836,DRV_4542,2/7/2023 7:23,2/7/2023 8:01,Farmgate,Mohammadpur,14.07,38,294,1,Moto,Medium,4.5,Mobile Money,0,,2023,February,Tuesday,7,2/7/2023,FALSE,TRUE,FALSE,FALSE,22.21578947,20.89552239,294,Farmgate → Mohammadpur,2/1/2023 0:00
TRIP_102676,DRV_2737,2/8/2023 6:04,2/8/2023 6:48,Badda Link Road,Motijheel,16.02,44,331,1,Moto,Medium,4.5,Mobile Money,0,,2023,February,Wednesday,6,2/8/2023,FALSE,FALSE,FALSE,FALSE,21.84545455,20.66167291,331,Badda Link Road → Motijheel,2/1/2023 0:00
TRIP_102337,DRV_1054,2/9/2023 6:32,2/9/2023 7:23,Uttara Sec 4,Tejgaon,18.57,51,378,1,Moto,Medium,3.5,Mobile Money,0,,2023,February,Thursday,6,2/9/2023,FALSE,FALSE,FALSE,FALSE,21.84705882,20.35541195,378,Uttara Sec 4 → Tejgaon,2/1/2023 0:00
TRIP_114454,DRV_2799,2/13/2023 16:15,2/13/2023 16:49,Rampura,Eskaton,12.33,34,264,1,Moto,Medium,4.8,Mobile Money,0,,2023,February,Monday,16,2/13/2023,FALSE,FALSE,FALSE,FALSE,21.75882353,21.41119221,264,Rampura → Eskaton,2/1/2023 0:00
TRIP_110281,DRV_2066,2/15/2023 17:33,2/15/2023 18:06,Mohakhali,Banani,12.08,33,258,1,Moto,Medium,4.5,Mobile Money,0,,2023,February,Wednesday,17,2/15/2023,FALSE,TRUE,FALSE,FALSE,21.96363636,21.35761589,258,Mohakhali → Banani,2/1/2023 0:00
TRIP_109504,DRV_3613,2/19/2023 22:53,2/19/2023 23:11,Moghbazar,Rampura,6.66,18,158,1,Moto,Medium,4.9,Mobile Money,0,,2023,February,Sunday,22,2/19/2023,FALSE,FALSE,FALSE,FALSE,22.2,23.72372372,158,Moghbazar → Rampura,2/1/2023 0:00
TRIP_106916,DRV_1871,2/20/2023 10:11,2/20/2023 10:47,Banani,Airport,13.39,36,282,1,Moto,Medium,4.5,Mobile Money,0,,2023,February,Monday,10,2/20/2023,FALSE,FALSE,FALSE,FALSE,22.31666667,21.06049291,282,Banani → Airport,2/1/2023 0:00
TRIP_111513,DRV_2370,2/22/2023 21:43,2/22/2023 21:53,Rampura,Banani,3.59,10,102,1,Moto,Medium,4,Mobile Money,0,,2023,February,Wednesday,21,2/22/2023,FALSE,TRUE,FALSE,FALSE,21.54,28.41225627,102,Rampura → Banani,2/1/2023 0:00
TRIP_102419,DRV_1718,3/1/2023 5:11,3/1/2023 6:02,Mohammadpur,Malibagh,18.66,51,380,1,Moto,Medium,4,Mobile Money,0,,2023,March,Wednesday,5,3/1/2023,FALSE,FALSE,FALSE,FALSE,21.95294118,20.36441586,380,Mohammadpur → Malibagh,3/1/2023 0:00
TRIP_108571,DRV_1589,3/1/2023 14:25,3/1/2023 15:22,Moghbazar,Uttara Sec 4,20.9,57,421,1,Moto,Medium,4.8,Mobile Money,0,,2023,March,Wednesday,14,3/1/2023,FALSE,FALSE,FALSE,FALSE,22,20.14354067,421,Moghbazar → Uttara Sec 4,3/1/2023 0:00
TRIP_108375,DRV_2270,3/1/2023 17:26,3/1/2023 18:01,Lalmatia,Banani,12.89,35,273,1,Moto,Medium,4.5,Mobile Money,0,,2023,March,Wednesday,17,3/1/2023,FALSE,TRUE,FALSE,FALSE,22.09714286,21.17920869,273,Lalmatia → Banani,3/1/2023 0:00
TRIP_108930,DRV_4017,3/7/2023 23:19,3/8/2023 0:18,Malibagh,Motijheel,21.5,59,432,1,Moto,Medium,4.9,Mobile Money,0,,2023,March,Tuesday,23,3/7/2023,FALSE,FALSE,FALSE,FALSE,21.86440678,20.09302326,432,Malibagh → Motijheel,3/1/2023 0:00
TRIP_100787,DRV_4510,3/14/2023 19:06,3/14/2023 19:47,Khilgaon,Uttara Sec 4,15.15,41,314,1,Moto,Medium,4.9,Mobile Money,0,,2023,March,Tuesday,19,3/14/2023,FALSE,TRUE,FALSE,FALSE,22.17073171,20.72607261,314,Khilgaon → Uttara Sec 4,3/1/2023 0:00
TRIP_108554,DRV_2632,3/19/2023 19:31,3/19/2023 20:20,Mohakhali,Farmgate,17.9,49,366,1,Moto,Medium,4.8,Mobile Money,0,,2023,March,Sunday,19,3/19/2023,FALSE,TRUE,FALSE,FALSE,21.91836735,20.44692737,366,Mohakhali → Farmgate,3/1/2023 0:00
TRIP_100316,DRV_4443,3/22/2023 18:35,3/22/2023 18:54,Dhanmondi 27,Mirpur 12,6.88,19,163,1,Moto,Medium,4.5,Mobile Money,0,,2023,March,Wednesday,18,3/22/2023,FALSE,TRUE,FALSE,FALSE,21.72631579,23.69186047,163,Dhanmondi 27 → Mirpur 12,3/1/2023 0:00
TRIP_104444,DRV_3257,3/23/2023 18:11,3/23/2023 19:01,Malibagh,Mirpur 10,18.45,50,375,1,Moto,Medium,4.9,Mobile Money,0,,2023,March,Thursday,18,3/23/2023,FALSE,TRUE,FALSE,FALSE,22.14,20.32520325,375,Malibagh → Mirpur 10,3/1/2023 0:00
TRIP_110280,DRV_1080,3/23/2023 20:21,3/23/2023 21:04,Uttara Sec 4,Moghbazar,15.94,43,329,1,Moto,Medium,4,Mobile Money,0,,2023,March,Thursday,20,3/23/2023,FALSE,TRUE,FALSE,FALSE,22.24186047,20.63989962,329,Uttara Sec 4 → Moghbazar,3/1/2023 0:00
TRIP_112183,DRV_1789,3/26/2023 20:18,3/26/2023 20:51,Lalmatia,Malibagh,12.12,33,259,1,Moto,Medium,4.9,Mobile Money,0,,2023,March,Sunday,20,3/26/2023,FALSE,TRUE,FALSE,FALSE,22.03636364,21.36963696,259,Lalmatia → Malibagh,3/1/2023 0:00
TRIP_111560,DRV_3751,3/27/2023 11:02,3/27/2023 11:29,Airport,Rampura,9.81,27,217,1,Moto,Medium,4.9,Mobile Money,0,,2023,March,Monday,11,3/27/2023,FALSE,FALSE,FALSE,FALSE,21.8,22.12028542,217,Airport → Rampura,3/1/2023 0:00
TRIP_107506,DRV_1727,3/28/2023 7:36,3/28/2023 8:31,Uttara Sec 11,Mirpur DOHS,20.35,55,410,1,Moto,Medium,3.5,Mobile Money,0,,2023,March,Tuesday,7,3/28/2023,FALSE,TRUE,FALSE,FALSE,22.2,20.14742015,410,Uttara Sec 11 → Mirpur DOHS,3/1/2023 0:00
TRIP_111492,DRV_1480,3/29/2023 19:45,3/29/2023 20:34,Gulshan 2,Mohammadpur,18.09,49,368,1,Moto,Medium,4.9,Mobile Money,0,,2023,March,Wednesday,19,3/29/2023,FALSE,TRUE,FALSE,FALSE,22.15102041,20.34273079,368,Gulshan 2 → Mohammadpur,3/1/2023 0:00
TRIP_112762,DRV_2318,4/2/2023 21:33,4/2/2023 22:30,Uttara Sec 11,Dhanmondi 27,21.03,57,423,1,Moto,Medium,4.8,Mobile Money,0,,2023,April,Sunday,21,4/2/2023,FALSE,TRUE,FALSE,FALSE,22.13684211,20.11412268,423,Uttara Sec 11 → Dhanmondi 27,4/1/2023 0:00
TRIP_106723,DRV_4882,4/9/2023 23:15,4/9/2023 23:34,Baridhara,Mirpur DOHS,7.05,19,165,1,Moto,Medium,4.8,Mobile Money,0,,2023,April,Sunday,23,4/9/2023,FALSE,FALSE,FALSE,FALSE,22.26315789,23.40425532,165,Baridhara → Mirpur DOHS,4/1/2023 0:00
TRIP_113345,DRV_3840,4/18/2023 9:57,4/18/2023 10:54,Mirpur 10,Dhanmondi 27,20.93,57,421,1,Moto,Medium,4.5,Mobile Money,0,,2023,April,Tuesday,9,4/18/2023,FALSE,TRUE,FALSE,FALSE,22.03157895,20.11466794,421,Mirpur 10 → Dhanmondi 27,4/1/2023 0:00
TRIP_107984,DRV_4491,4/20/2023 23:39,4/21/2023 0:29,Uttara Sec 11,Bashundhara R/A,18.22,50,372,1,Moto,Medium,4,Mobile Money,0,,2023,April,Thursday,23,4/20/2023,FALSE,FALSE,FALSE,FALSE,21.864,20.41712404,372,Uttara Sec 11 → Bashundhara R/A,4/1/2023 0:00
TRIP_104198,DRV_4060,4/24/2023 13:13,4/24/2023 14:07,Mohammadpur,Airport,19.68,54,399,1,Moto,Medium,4.9,Mobile Money,0,,2023,April,Monday,13,4/24/2023,FALSE,FALSE,FALSE,FALSE,21.86666667,20.27439024,399,Mohammadpur → Airport,4/1/2023 0:00
TRIP_113493,DRV_3729,4/26/2023 11:54,4/26/2023 12:25,Banani,Eskaton,11.3,31,244,1,Moto,Medium,4.5,Mobile Money,0,,2023,April,Wednesday,11,4/26/2023,FALSE,FALSE,FALSE,FALSE,21.87096774,21.59292035,244,Banani → Eskaton,4/1/2023 0:00
TRIP_105216,DRV_2845,4/26/2023 23:37,4/27/2023 0:24,Bashundhara R/A,Gulshan 1,17.18,47,353,1,Moto,Medium,4.5,Mobile Money,0,,2023,April,Wednesday,23,4/26/2023,FALSE,FALSE,FALSE,FALSE,21.93191489,20.54714785,353,Bashundhara R/A → Gulshan 1,4/1/2023 0:00
TRIP_109914,DRV_3600,5/2/2023 21:02,5/2/2023 21:48,Moghbazar,Dhanmondi 27,17.03,46,349,1,Moto,Medium,3.5,Mobile Money,0,,2023,May,Tuesday,21,5/2/2023,FALSE,TRUE,FALSE,FALSE,22.21304348,20.49324721,349,Moghbazar → Dhanmondi 27,5/1/2023 0:00
TRIP_113624,DRV_3517,5/4/2023 7:27,5/4/2023 8:19,Uttara Sec 4,Mohakhali,18.99,52,386,1,Moto,Medium,4.5,Mobile Money,0,,2023,May,Thursday,7,5/4/2023,FALSE,TRUE,FALSE,FALSE,21.91153846,20.32648763,386,Uttara Sec 4 → Mohakhali,5/1/2023 0:00
TRIP_104926,DRV_1317,5/15/2023 20:52,5/15/2023 21:50,Dhanmondi 32,Bashundhara R/A,21.45,58,430,1,Moto,Medium,4.5,Mobile Money,0,,2023,May,Monday,20,5/15/2023,FALSE,TRUE,FALSE,FALSE,22.18965517,20.04662005,430,Dhanmondi 32 → Bashundhara R/A,5/1/2023 0:00
TRIP_108016,DRV_2223,5/22/2023 17:37,5/22/2023 18:23,Mirpur 12,Gulshan 1,16.93,46,347,1,Moto,Medium,4.9,Mobile Money,0,,2023,May,Monday,17,5/22/2023,FALSE,TRUE,FALSE,FALSE,22.0826087,20.49616066,347,Mirpur 12 → Gulshan 1,5/1/2023 0:00
TRIP_105221,DRV_1160,5/23/2023 3:57,5/23/2023 4:09,Dhanmondi 27,Airport,4.35,12,116,1,Moto,Medium,4.9,Mobile Money,0,,2023,May,Tuesday,3,5/23/2023,FALSE,FALSE,FALSE,FALSE,21.75,26.66666667,116,Dhanmondi 27 → Airport,5/1/2023 0:00
TRIP_110162,DRV_2966,5/23/2023 13:35,5/23/2023 13:44,Gulshan 2,Moghbazar,3.43,9,99,1,Moto,Medium,4.5,Mobile Money,0,,2023,May,Tuesday,13,5/23/2023,FALSE,FALSE,FALSE,FALSE,22.86666667,28.86297376,99,Gulshan 2 → Moghbazar,5/1/2023 0:00
TRIP_111429,DRV_4869,5/24/2023 18:30,5/24/2023 18:57,Khilgaon,Badda Link Road,9.96,27,219,1,Moto,Medium,4.8,Mobile Money,0,,2023,May,Wednesday,18,5/24/2023,FALSE,TRUE,FALSE,FALSE,22.13333333,21.98795181,219,Khilgaon → Badda Link Road,5/1/2023 0:00
TRIP_108058,DRV_2599,5/29/2023 10:58,5/29/2023 11:49,Malibagh,Bashundhara R/A,18.58,51,379,1,Moto,Medium,4.8,Mobile Money,0,,2023,May,Monday,10,5/29/2023,FALSE,FALSE,FALSE,FALSE,21.85882353,20.39827772,379,Malibagh → Bashundhara R/A,5/1/2023 0:00
TRIP_112528,DRV_1071,10/5/2023 17:10,10/5/2023 17:53,Dhanmondi 27,Motijheel,15.86,43,328,1,Moto,Medium,4.8,Mobile Money,0,,2023,October,Thursday,17,10/5/2023,FALSE,TRUE,FALSE,FALSE,22.13023256,20.68095839,328,Dhanmondi 27 → Motijheel,10/1/2023 0:00
TRIP_110161,DRV_4540,10/5/2023 17:52,10/5/2023 18:27,Eskaton,Farmgate,13.01,35,275,1,Moto,Medium,4,Mobile Money,0,,2023,October,Thursday,17,10/5/2023,FALSE,TRUE,FALSE,FALSE,22.30285714,21.13758647,275,Eskaton → Farmgate,10/1/2023 0:00
TRIP_106837,DRV_4891,10/8/2023 11:01,10/8/2023 11:19,Mohakhali,Moghbazar,6.64,18,158,1,Moto,Medium,4,Mobile Money,0,,2023,October,Sunday,11,10/8/2023,FALSE,FALSE,FALSE,FALSE,22.13333333,23.79518072,158,Mohakhali → Moghbazar,10/1/2023 0:00
TRIP_105776,DRV_4491,10/16/2023 12:25,10/16/2023 12:36,Banani,Malibagh,3.9,11,108,1,Moto,Medium,4.9,Mobile Money,0,,2023,October,Monday,12,10/16/2023,FALSE,FALSE,FALSE,FALSE,21.27272727,27.69230769,108,Banani → Malibagh,10/1/2023 0:00
TRIP_111765,DRV_4513,10/23/2023 8:52,10/23/2023 9:41,Motijheel,Eskaton,18.07,49,368,1,Moto,Medium,4.8,Mobile Money,0,,2023,October,Monday,8,10/23/2023,FALSE,TRUE,FALSE,FALSE,22.12653061,20.36524626,368,Motijheel → Eskaton,10/1/2023 0:00
TRIP_101786,DRV_3345,10/26/2023 19:10,10/26/2023 20:08,Bashundhara R/A,Farmgate,21.39,58,429,1,Moto,Medium,3.5,Mobile Money,0,,2023,October,Thursday,19,10/26/2023,FALSE,TRUE,FALSE,FALSE,22.12758621,20.05610098,429,Bashundhara R/A → Farmgate,10/1/2023 0:00
